drug_name	score
drugbank.DB12010	0.5236363636363637
drugbank.DB01268	0.5142857142857142
drugbank.DB06595	0.5133689839572193
drugbank.DB06616	0.5124555160142349
drugbank.DB09079	0.5106382978723404
drugbank.DB09130	0.5061511423550088
drugbank.DB08865	0.49569707401032703
drugbank.DB14487	0.4948453608247423
drugbank.DB01593	0.4948453608247423
drugbank.DB14533	0.4948453608247423
drugbank.DB11828	0.49230769230769234
drugbank.DB08877	0.49230769230769234
drugbank.DB01254	0.48080133555926546
drugbank.DB00398	0.48080133555926546
drugbank.DB06626	0.47920133111480867
drugbank.DB05294	0.4768211920529801
drugbank.DB00619	0.4768211920529801
drugbank.DB00530	0.4744645799011532
drugbank.DB06589	0.47058823529411764
drugbank.DB00317	0.46677471636953
drugbank.DB00675	0.46677471636953
drugbank.DB00756	0.46526655896607433
drugbank.DB01110	0.463768115942029
drugbank.DB09063	0.4630225080385852
drugbank.DB06803	0.46153846153846156
drugbank.DB02709	0.46153846153846156
drugbank.DB00637	0.46153846153846156
drugbank.DB00477	0.4608
drugbank.DB00257	0.46006389776357826
drugbank.DB08916	0.4585987261146497
drugbank.DB01136	0.45714285714285713
drugbank.DB04868	0.45714285714285713
drugbank.DB00515	0.45714285714285713
drugbank.DB01248	0.45569620253164556
drugbank.DB00988	0.4528301886792453
drugbank.DB00841	0.4521193092621664
drugbank.DB01127	0.4507042253521127
drugbank.DB00342	0.4507042253521127
drugbank.DB00471	0.45
drugbank.DB00882	0.44929797191887677
drugbank.DB08895	0.447900466562986
drugbank.DB00623	0.447900466562986
drugbank.DB00220	0.44651162790697674
drugbank.DB01259	0.44651162790697674
drugbank.DB09053	0.4458204334365325
drugbank.DB01229	0.44513137557959814
drugbank.DB00481	0.44513137557959814
drugbank.DB08896	0.4437596302003082
drugbank.DB04813	0.4430769230769231
drugbank.DB00255	0.4430769230769231
drugbank.DB01204	0.4430769230769231
drugbank.DB00679	0.4430769230769231
drugbank.DB00626	0.44171779141104295
drugbank.DB11742	0.44104134762633995
drugbank.DB00406	0.44104134762633995
drugbank.DB00945	0.4396946564885496
drugbank.DB01118	0.43902439024390244
drugbank.DB09115	0.4383561643835616
drugbank.DB00783	0.4383561643835616
drugbank.DB00549	0.4376899696048632
drugbank.DB09241	0.4357034795763994
drugbank.DB12267	0.4343891402714932
drugbank.DB00834	0.43373493975903615
drugbank.DB00997	0.43243243243243246
drugbank.DB01074	0.43243243243243246
drugbank.DB01169	0.43243243243243246
drugbank.DB10772	0.43243243243243246
drugbank.DB14518	0.431784107946027
drugbank.DB14517	0.431784107946027
drugbank.DB01370	0.431784107946027
drugbank.DB00640	0.4304932735426009
drugbank.DB00696	0.4304932735426009
drugbank.DB00836	0.4298507462686567
drugbank.DB00968	0.4298507462686567
drugbank.DB00803	0.42921013412816694
drugbank.DB00995	0.42921013412816694
drugbank.DB09129	0.42921013412816694
drugbank.DB00852	0.42857142857142855
drugbank.DB08901	0.42857142857142855
drugbank.DB06151	0.42857142857142855
drugbank.DB00072	0.42857142857142855
drugbank.DB09276	0.4279346210995542
drugbank.DB00188	0.4279346210995542
drugbank.DB09372	0.42729970326409494
drugbank.DB01064	0.4266666666666667
drugbank.DB00002	0.4266666666666667
drugbank.DB01406	0.4260355029585799
drugbank.DB14481	0.4254062038404727
drugbank.DB09078	0.4254062038404727
drugbank.DB11348	0.4254062038404727
drugbank.DB11093	0.4254062038404727
drugbank.DB00983	0.4247787610619469
drugbank.DB00502	0.4247787610619469
drugbank.DB01179	0.42415316642120765
drugbank.DB00746	0.42415316642120765
drugbank.DB00795	0.4235294117647059
drugbank.DB04272	0.42290748898678415
drugbank.DB09330	0.4216691068814056
drugbank.DB00157	0.4216691068814056
drugbank.DB00831	0.42105263157894735
drugbank.DB00570	0.42105263157894735
drugbank.DB01087	0.4198250728862974
drugbank.DB01708	0.4198250728862974
drugbank.DB00201	0.4192139737991266
drugbank.DB00281	0.4192139737991266
drugbank.DB05773	0.41799709724238027
drugbank.DB08871	0.4161849710982659
drugbank.DB01373	0.4161849710982659
drugbank.DB09559	0.414985590778098
drugbank.DB11963	0.414985590778098
drugbank.DB04209	0.414985590778098
drugbank.DB01269	0.414985590778098
drugbank.DB13961	0.414985590778098
drugbank.DB09151	0.4143884892086331
drugbank.DB01041	0.4143884892086331
drugbank.DB04815	0.4143884892086331
drugbank.DB06782	0.4143884892086331
drugbank.DB09149	0.4143884892086331
drugbank.DB09148	0.4143884892086331
drugbank.DB11125	0.4143884892086331
drugbank.DB00939	0.41379310344827586
drugbank.DB00643	0.41379310344827586
drugbank.DB00396	0.41379310344827586
drugbank.DB00977	0.4131994261119082
drugbank.DB01167	0.4131994261119082
drugbank.DB08912	0.4131994261119082
drugbank.DB00244	0.4131994261119082
drugbank.DB10770	0.41260744985673353
drugbank.DB00433	0.41260744985673353
drugbank.DB01050	0.41201716738197425
drugbank.DB00025	0.41201716738197425
drugbank.DB13998	0.41201716738197425
drugbank.DB13999	0.41201716738197425
drugbank.DB13751	0.41201716738197425
drugbank.DB08862	0.4114285714285714
drugbank.DB00211	0.4114285714285714
drugbank.DB00233	0.4114285714285714
drugbank.DB06820	0.4114285714285714
drugbank.DB00071	0.4108416547788873
drugbank.DB00179	0.41025641025641024
drugbank.DB00615	0.41025641025641024
drugbank.DB00482	0.41025641025641024
drugbank.DB11967	0.4096728307254623
drugbank.DB00716	0.4096728307254623
drugbank.DB01196	0.4090909090909091
drugbank.DB00152	0.4085106382978723
drugbank.DB00624	0.4085106382978723
drugbank.DB00540	0.4085106382978723
drugbank.DB09213	0.40793201133144474
drugbank.DB00927	0.40793201133144474
drugbank.DB00603	0.40793201133144474
drugbank.DB00717	0.40793201133144474
drugbank.DB00970	0.4073550212164074
drugbank.DB01185	0.4073550212164074
drugbank.DB00251	0.4067796610169492
drugbank.DB00648	0.4067796610169492
drugbank.DB09389	0.40620592383638926
drugbank.DB08881	0.40620592383638926
drugbank.DB00361	0.4056338028169014
drugbank.DB00541	0.4056338028169014
drugbank.DB05013	0.4050632911392405
drugbank.DB11619	0.4044943820224719
drugbank.DB01065	0.4044943820224719
drugbank.DB06710	0.4044943820224719
drugbank.DB00755	0.40392706872370265
drugbank.DB05109	0.40336134453781514
drugbank.DB06772	0.40336134453781514
drugbank.DB00027	0.40336134453781514
drugbank.DB01023	0.4027972027972028
drugbank.DB00328	0.4027972027972028
drugbank.DB00030	0.4027972027972028
drugbank.DB00655	0.4027972027972028
drugbank.DB14002	0.4022346368715084
drugbank.DB14001	0.4022346368715084
drugbank.DB00163	0.4022346368715084
drugbank.DB09031	0.4022346368715084
drugbank.DB00448	0.4022346368715084
drugbank.DB00864	0.401673640167364
drugbank.DB11641	0.401673640167364
drugbank.DB01115	0.401673640167364
drugbank.DB04845	0.401673640167364
drugbank.DB08870	0.401673640167364
drugbank.DB00061	0.401673640167364
drugbank.DB00434	0.401673640167364
drugbank.DB04573	0.40055632823365783
drugbank.DB11703	0.40055632823365783
drugbank.DB00982	0.40055632823365783
drugbank.DB00190	0.40055632823365783
drugbank.DB06718	0.40055632823365783
drugbank.DB01394	0.40055632823365783
drugbank.DB03166	0.4
drugbank.DB01069	0.4
drugbank.DB00313	0.4
drugbank.DB00668	0.4
drugbank.DB00720	0.4
drugbank.DB00363	0.4
drugbank.DB11817	0.39944521497919555
drugbank.DB00948	0.39944521497919555
drugbank.DB06176	0.39944521497919555
drugbank.DB09070	0.39944521497919555
drugbank.DB02546	0.3988919667590028
drugbank.DB00877	0.3983402489626556
drugbank.DB01017	0.3983402489626556
drugbank.DB01183	0.3983402489626556
drugbank.DB01100	0.3983402489626556
drugbank.DB00266	0.3983402489626556
drugbank.DB09086	0.3983402489626556
drugbank.DB00898	0.39779005524861877
drugbank.DB01025	0.3972413793103448
drugbank.DB01244	0.3972413793103448
drugbank.DB11590	0.39669421487603307
drugbank.DB09371	0.39669421487603307
drugbank.DB08908	0.39669421487603307
drugbank.DB01428	0.39669421487603307
drugbank.DB00227	0.39669421487603307
drugbank.DB00334	0.39669421487603307
drugbank.DB00367	0.39669421487603307
drugbank.DB11219	0.39669421487603307
drugbank.DB08814	0.39614855570839064
drugbank.DB00734	0.39614855570839064
drugbank.DB06412	0.3956043956043956
drugbank.DB00128	0.3956043956043956
drugbank.DB01238	0.3956043956043956
drugbank.DB13946	0.3956043956043956
drugbank.DB13943	0.3956043956043956
drugbank.DB13944	0.3956043956043956
drugbank.DB00514	0.3956043956043956
drugbank.DB00925	0.3950617283950617
drugbank.DB05015	0.3950617283950617
drugbank.DB06603	0.3950617283950617
drugbank.DB01221	0.3950617283950617
drugbank.DB09054	0.3950617283950617
drugbank.DB00957	0.39452054794520547
drugbank.DB00246	0.39452054794520547
drugbank.DB00005	0.39452054794520547
drugbank.DB11064	0.39452054794520547
drugbank.DB00431	0.39452054794520547
drugbank.DB06736	0.39398084815321477
drugbank.DB01224	0.39398084815321477
drugbank.DB01392	0.39398084815321477
drugbank.DB00445	0.39398084815321477
drugbank.DB02266	0.39344262295081966
drugbank.DB06144	0.39290586630286495
drugbank.DB05676	0.3923705722070845
drugbank.DB01182	0.3923705722070845
drugbank.DB01267	0.3923705722070845
drugbank.DB11823	0.39183673469387753
drugbank.DB09225	0.39183673469387753
drugbank.DB01151	0.39183673469387753
drugbank.DB00102	0.39183673469387753
drugbank.DB01407	0.391304347826087
drugbank.DB13956	0.391304347826087
drugbank.DB13954	0.391304347826087
drugbank.DB13955	0.391304347826087
drugbank.DB13952	0.391304347826087
drugbank.DB13953	0.391304347826087
drugbank.DB01076	0.39077340569877883
drugbank.DB11994	0.39077340569877883
drugbank.DB04841	0.39077340569877883
drugbank.DB06216	0.39077340569877883
drugbank.DB00589	0.39077340569877883
drugbank.DB01200	0.3902439024390244
drugbank.DB00850	0.38971583220568334
drugbank.DB03147	0.38971583220568334
drugbank.DB01184	0.38971583220568334
drugbank.DB00312	0.38971583220568334
drugbank.DB01296	0.38971583220568334
drugbank.DB09128	0.38971583220568334
drugbank.DB01049	0.3891891891891892
drugbank.DB00247	0.3891891891891892
drugbank.DB13345	0.3891891891891892
drugbank.DB01277	0.38866396761133604
drugbank.DB00356	0.38866396761133604
drugbank.DB08604	0.3881401617250674
drugbank.DB01173	0.3881401617250674
drugbank.DB00622	0.3881401617250674
drugbank.DB02325	0.3876177658142665
drugbank.DB04824	0.3876177658142665
drugbank.DB14509	0.3876177658142665
drugbank.DB14507	0.3876177658142665
drugbank.DB03904	0.3876177658142665
drugbank.DB00608	0.3876177658142665
drugbank.DB00418	0.3876177658142665
drugbank.DB11120	0.3876177658142665
drugbank.DB00947	0.3870967741935484
drugbank.DB00726	0.3870967741935484
drugbank.DB01159	0.3865771812080537
drugbank.DB04825	0.3865771812080537
drugbank.DB00144	0.3865771812080537
drugbank.DB01174	0.38605898123324395
drugbank.DB04224	0.38605898123324395
drugbank.DB00248	0.38605898123324395
drugbank.DB06202	0.3855421686746988
drugbank.DB00539	0.3855421686746988
drugbank.DB11626	0.3850267379679144
drugbank.DB01108	0.3850267379679144
drugbank.DB04842	0.3850267379679144
drugbank.DB06769	0.3850267379679144
drugbank.DB01357	0.3850267379679144
drugbank.DB00586	0.38451268357810414
drugbank.DB00458	0.38451268357810414
drugbank.DB04574	0.384
drugbank.DB09535	0.384
drugbank.DB06401	0.384
drugbank.DB06249	0.384
drugbank.DB14751	0.384
drugbank.DB00286	0.384
drugbank.DB04930	0.38348868175765644
drugbank.DB08888	0.38348868175765644
drugbank.DB00294	0.38348868175765644
drugbank.DB00304	0.38348868175765644
drugbank.DB09092	0.38348868175765644
drugbank.DB00351	0.38348868175765644
drugbank.DB00890	0.3829787234042553
drugbank.DB00289	0.3829787234042553
drugbank.DB09061	0.3829787234042553
drugbank.DB00480	0.3829787234042553
drugbank.DB12965	0.3819628647214854
drugbank.DB00182	0.3819628647214854
drugbank.DB00823	0.38145695364238413
drugbank.DB06366	0.38145695364238413
drugbank.DB00753	0.38145695364238413
drugbank.DB04575	0.38095238095238093
drugbank.DB09564	0.38095238095238093
drugbank.DB09369	0.38095238095238093
drugbank.DB09318	0.38095238095238093
drugbank.DB09317	0.38095238095238093
drugbank.DB04938	0.38095238095238093
drugbank.DB00170	0.38095238095238093
drugbank.DB00047	0.38095238095238093
drugbank.DB00046	0.38095238095238093
drugbank.DB01309	0.38095238095238093
drugbank.DB01307	0.38095238095238093
drugbank.DB01306	0.38095238095238093
drugbank.DB00420	0.38095238095238093
drugbank.DB00571	0.38095238095238093
drugbank.DB00590	0.380449141347424
drugbank.DB11273	0.37994722955145116
drugbank.DB00574	0.37994722955145116
drugbank.DB00397	0.37994722955145116
drugbank.DB00915	0.37894736842105264
drugbank.DB00337	0.37894736842105264
drugbank.DB00543	0.37894736842105264
drugbank.DB09401	0.37844940867279897
drugbank.DB11718	0.37844940867279897
drugbank.DB03017	0.3779527559055118
drugbank.DB01158	0.3779527559055118
drugbank.DB00155	0.3779527559055118
drugbank.DB00518	0.3779527559055118
drugbank.DB01016	0.37745740498034075
drugbank.DB00279	0.3769633507853403
drugbank.DB01133	0.3764705882352941
drugbank.DB00172	0.37597911227154046
